,Username,Number of Comments,Comments,Number of Products Commented,Products Commented,Mean Rating
17119,syazwanij,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
17120,syazwaniznddin,1,"[""Nice sound and overall I'm satisfied""]",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
17121,syazwina1906,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
17122,syazzinadinne,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
17123,syed_j,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},4.0
17124,syedayra,1,['Best Feature(s): good condition 👍'],1,{'721400c6-5f27-40ef-9340-2636c26ed97c': 1},5.0
17125,syedezzedali._,0,[nan],1,{'40bd8f74-3912-4671-83dc-b0596ec2246f': 1},5.0
17126,syedsg,1,"[""Performance: good\nBest Feature(s): foldable\nValue For Money: ok\nIf the headphones 🎧 is not long hold it because it's hurt.""]",1,{'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1},5.0
17127,syedsufri271,0,[nan],1,{'a0576a99-5e5b-4ac9-8dac-aa72e187133e': 1},5.0
17128,syedsyafi488,0,"[nan, nan]",1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 2},5.0
17129,syeraalia,0,"[nan, nan]",2,"{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1, 'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1}",5.0
17130,syerahzaty,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
17131,syidahkassim,0,"[nan, nan]",2,"{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1, 'f4fe1653-f7ae-4bb0-9be9-eb3e13f17353': 1}",5.0
17132,syifaamalia420,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
17133,syiiiru,0,"[nan, nan]",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2},5.0
17134,syikinhumairah,1,['Performance: yet to try\nBest Feature(s): yet to try\nValue For Money: yet to try\nReceived package in good order'],1,{'c27b8144-4472-420e-a5fe-0372caab2724': 1},5.0
17135,syimmerz98,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},4.0
17136,syiraa.razak,1,"['Performance: good\nQuality:  ok, according to his price']",1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},5.0
17137,syirah260204,1,['have not try it. but love the colour alot'],1,{'6b40a572-7c11-45bb-937c-d3460fc70c36': 1},5.0
17138,sylves88,1,"['Fast delivery. This is the best headphone I have bought at this price range, very comfortable on the ears unlike others I have bought.']",1,{'61bbfd4c-d505-4589-9137-e532e61f288e': 1},5.0
17139,sylvesterjudechan,1,['Very sturdy but echoing. Able to pick up calls and caller able to hear.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
17140,sylvesterng,1,"['Good quality! Came about a week after ordering, thanks seller!']",1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1},5.0
17141,sylviaaat,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
17142,synchrniz,0,[nan],1,{'5f5d2db5-fe5c-4317-ae4f-5e75b4b67a2f': 1},5.0
17143,syueroskhamdi92,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
17144,syuhada292929,1,"[""For me, these headphones are a bit small. Ear pain if you use old2. Suitable for small heads.\n\nThe speaker room... Maybe it's better to buy a bigger one. That means, he can cover our ears beautifully \n\nOthers ok. Battery ok. Sounds ok. Price ok.""]",1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
17145,syuhadaamiera_,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},5.0
17146,syuhaidahakamal,1,"[""Performance: very good\nQuality: good\nThe Quality of the material matches the price, plastic and light.. you have to take good care of it2, if it's cracked. But his sound is really the best. The bass is crazy gempak. This headset is a bit small.. which feels like his head is big, it will be very tight, I'm afraid his ears will hurt later when Use,\n Because i myself use the pon a bit tight. overall, i love it. definitely recommended.""]",1,{'5b019c93-94ee-4d1b-9a95-c8612ac429c0': 1},5.0
17147,syuhwaida,1,['Performance: Good\nValue For Money: Yes\nBest Feature(s): Fast bluetooth connection\nHappy with the purchase. Bought a lot of products from Baseus. Sound quality is good.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
17148,syutizara,1,['Performance: good\nBest Feature(s): handy\nValue For Money: definitely\nFast delivery! Items came in good condition. Tested the headphones. So far so good. The sound is clear.'],1,{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1},5.0
17149,syvelcordova,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
17150,syvpikk,0,[nan],1,{'68d31ebb-4d28-4d51-9c1c-dff1ceb26c3f': 1},5.0
17151,syxhid,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
17152,syxhzz,1,['Performance: 10/10\nBest Feature(s): audio\nValue For Money: worth it\nOne of the best affordable headphones ! i really love it as the audio are really clear and it really meet my expectations.Thank you ! arrived really quickly too !'],1,{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1},5.0
17153,syyraqq1,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
17154,syzasyhr,1,"['Beautiful matte finish. Sleek design. Sound isn’t as solid as my usual headphones, lack of bass, but for the price point, its a solid 10. Manage to pair Bluetooth easily with my laptop, phone and tablet.\n\nIn video - fully blasted music, but it doesn’t crazy loud\n\nOverall I recommend']",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
17155,syznrzm,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
17156,szain1983,0,[nan],1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 1},5.0
17157,sze0509,0,[nan],1,{'6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1},5.0
17158,szh91,2,"['Value For Money: yes\nPerformance: Decent\nBest Feature(s): Balance sound\nNot bad for listening to music but not really for song recording.  Works well on calls.', 'Value For Money: yes\nPerformance: Decent\nBest Feature(s): Balance sound\nNot bad for listening to music but not really for song recording.  Works well on calls.']",2,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",5.0
17159,szimientan,1,"['The sound is very clear, and it is very comfortable to wear. The  Headphones are small and light, the sound quality is positive, and the standby time is long. It is not painful to wear like other  Headphones. It is very comfortable and does not feel the weight of the  Headphones.']",1,{'717b4823-97c0-4428-aa7c-30e0d7a46fa7': 1},5.0
17160,t*****.,2,"['Performance: good\nBest Feature(s): bluetooth\nValue For Money: Good quality for price\nNot really ""noise cancelling"" especially on public transport but for the price, I can\'t complain. Best to use in quite environments', 'Temporarily fine, Chinese domestic mall goods hold firmly in hand, hug the soundproof cross is fine']",2,"{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1, 'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1}",4.5
17161,t*****0,5,"['Very pretty color, cute, good sound, long battery life. Thanks shop. Good luck with the shop.', 'The Shop delivered all the products I ordered, received the goods, the design is beautiful, the sound is good', 'One of the volume buttons not functioning', 'Received in good order.', 'Performance: Good\nBest Feature(s): Hands free\nValue For Money: Yes\nPrompt delivery, works fine for kids, just need to max the volume.', nan]",5,"{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1, '6b40a572-7c11-45bb-937c-d3460fc70c36': 2, '721400c6-5f27-40ef-9340-2636c26ed97c': 1, 'b17e829b-3318-49c4-8a94-edc482f7733c': 1, 'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1}",4.333333333333333
17162,t*****1,11,"['The Shop prepares the goods quickly, carefully packed, cheap but ok quality. In general, 10 mm, beautiful pink color!!!', 'Beautiful color, carefully packaged, worth it, easy to connect, clear sound', 'Sound is clear and mic noise cancellation mask out background noise giving clearer sound during presentation.', ""Performance: hopefully ok\nValue For Money: yes\nBest Feature(s): bluetooth wireless + wireless option\nBought it as a gift but the box was dented. So it's a little disappointing. Delivery speed is ok"", 'Received in good condition. Repeat order and bought as a gift for frd so have not open to test. Will follow up review if not working else all is good.', 'Received in good time & daughter likes it a lot....', 'First time changing really easy to change ! Seller reply really quick , Good!', 'Fast delivery. Box a bit dent. Hopefully product is good and quality ', 'At first, it takes a while to pair, but the next connection is fast, the headphones are sensitive, can be used for 1 week.', nan, ""Sounds good so far. Haven't tested the microphone though..solid build. Nice colour"", nan, nan, 'Best Feature(s): good design\nValue For Money: Good\nPerformance: Good\nItem came well packed and delivered promptly. Good experience overall']",11,"{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1, '12c56041-6472-4142-b0fc-d4a5c0d82309': 1, '25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 3, '51f70b33-555b-4d40-ad73-a4f19446fc73': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '6b40a572-7c11-45bb-937c-d3460fc70c36': 2, '7245f812-e507-4b1c-8e73-78c41afc3744': 1, 'b17e829b-3318-49c4-8a94-edc482f7733c': 1, 'ef5a4175-8271-46c7-9c82-be26682bc42d': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",5.0
17163,t*****2,8,"['Performance: good sound quality, very smooth\nBest Feature(s): the ear cushion?\nValue For Money: very\nthe ear part the cushion very comfortable and it’s not too bulky to bring around', 'Item received. Thank You.', 'Good sound, not absolutely soundproof but relatively ok ok, should try', ""The goods arrived quickly, the box was well packed, unfortunately only the charging cord, not the charger 😢 So it's hard to connect well in general, it's worth the price, so buy the sd"", 'Bought without a charging cord, the headset still has ink stains on it. The headset is also fine, the price should be picked up as a toy :(', 'Thank god, the sound is clear, hopefully it is good.', nan, nan, '8-days delivery from overseas & received in good condition.. no dents.. nice color & light weight.. straightforward instruction manual in English too.. easy connection.. volume soft when using it outdoor.. sound ok.. didn’t take note that headset has no volume control..', 'Best value for money and cheaper alot compare to apple store. Have not tried but should be good! \nOnline selling $29 and this is really cheaper alot and at $23']",8,"{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '6b40a572-7c11-45bb-937c-d3460fc70c36': 1, '90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1, 'ada3b277-7679-4b52-8491-f4101329d86e': 1, 'b17e829b-3318-49c4-8a94-edc482f7733c': 1, 'ddaa8694-424f-4876-96e7-e2986a6b99ab': 3}",4.7
17164,t*****3,9,"['Best Feature(s): Good\nPerformance: Good\nValue For Money: Good\nReceived in good condition, product looks good', 'Delivery within 6 days. Well packed. The headphone is work.', 'Value For Money: very value for money\nBest Feature(s): wireless or wired, soft, not heavy\nPerformance: sound is okay', 'Headphones are better than expected, good buy considering it’s price, all the features and functions work, thanks seller for fast delivery!', 'Yet to try them. Look good and foldable. Hope it a good buy.', 'Performance: good\nBest Feature(s): noise cancelling headphones\nValue For Money: yes\nPackage received in good condition \nBought this product at a discounted price\nTested & it does cuts out the outside noise when in use\nOnly wish it has a ‘base’ sound quality \nOverall good\nHoping it can last longest \nThanks', ""Order it for you, if you don't see any complaints, the product seems to be fine"", 'Item was delivered 3 days after the order was placed and received in good condition. Briefly tested the earpods with my android device and they seem to be functioning well.', nan, nan, 'Value For Money: Great\nPerformance: Good\nBest Feature(s): Good']",7,"{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1, '087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 3, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 3, '6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1, '72370986-e271-46ab-9368-4ccb6f31a38d': 1, 'c2e30517-ffa0-47b0-841e-2748f3f0e59d': 1}",4.909090909090909
17165,t*****4,3,"['Performance: Good\nValue For Money: Worth it\nThe packaging is good but I would have preferred if the wires are the same colour but it still works so I am not complaining. Sound quality is quite good and I hope this can last me for about 4 hours', 'fast delivery Received a good items ..I like it .. sound  nice  to listen music not noise in the ear . thank seller', 'Best Feature(s): nice\nPerformance: good\nValue For Money: yes\nGot it when it was on discount. Came within 3-5 days after ordered']",3,"{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1, 'fea283b9-0ae0-4fff-9345-f4d9f9c76b07': 1}",5.0
17166,t*****5,7,"[""Sound quality is good n clear. Unfortunately it's slightly tight for my head."", 'Performance: quite good\nBest Feature(s): comfortable\nValue For Money: yes\nValue for money headphones. Sound and bass is quite good.', 'Delivery was quite fast and the product works well. Thanks.', 'Products shipped from China, ordered on the 15th, received on the 20th, very fast delivery. The product is well packaged and squeezed. received complete and correct But the blue is not the same as the picture, gray, easy to connect, not loud, worn for a long time, ear pain. Overall worth the price.', 'Value For Money: yes\nPerformance: yes\nBest Feature(s): 7.1\nSound and mic voice good for this price, comfort wise not really good cos after awhile your ears will start to hurt abit.', 'Fast delivery! Good audio.', 'Delivery was quite fast and the product works well. Thanks.', nan]",8,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, '2d943475-4378-4346-8998-6728f5c701a0': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1, '90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1, 'ef5a4175-8271-46c7-9c82-be26682bc42d': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",4.875
17167,t*****6,6,"['Performance: good\nBest Feature(s): good\nValue For Money: good\nOrdered on 12 Dec 2022 and received on 20 Dec 2022. Bought  during  12.12 sales with a  good offer price. Thanks to the delivery team and the seller for the good services rendered', 'Value For Money: Good for the price paid.\nBest Feature(s): Light weight. The earpieces can be bent upward to save space during storage.\nPerformance: good for viewing Youtube video online.', nan, 'Received the product The product The product was packaged without any damage. cute style to use The sound quality according to the price is ok. It may take some time to transport, just ok.', 'Best Feature(s): awesome\nValue For Money: awesome\nPerformance: awesome\nHighly recommended , cheap and good', ""I loved it 😍\nThe phone is very beautiful just like the photo, its sound is very loud, I just didn't think it was cool it came without a box, otherwise it's approved 👍\nObs it took a while to arrive"", ""Regarding the product: the phone arrived well packed without any scratches or damage, with its charger, the sound is very auto and works for both listening to music and to answer calls, is heard at a very volume. Auto the person next to him will definitely listen to the music, the card slot also works properly and it came already charged. With 5 working days after payment confirmation the two headphones were already on their way to Brazil. The seller was very helpful in answering some questions that arose me, I recommend the purchase because I was very satisfied.\n\n\nNow regarding delivery: because it is an international purchase I was already waiting for the delay to deliver but the time it was stopped at the alfândega was certainly very long and the fact of the Co**.**we Can't give us an estimate of delivery because it's not their jurisdiction it was very frustrating and tired and with that my delivery date was changed 3 times.""]",6,"{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1, 'a575b385-2293-4fc6-9182-594afe2f1b0b': 1, 'b17e829b-3318-49c4-8a94-edc482f7733c': 1, 'bf476063-e681-4700-b2a1-ad8a416a7cb8': 2, 'c6248603-e4db-403f-a7d2-4139e8463d34': 1, 'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1}",4.857142857142857
17168,t*****7,10,"['Good product quality, good packaging, nice packaging, fast delivery, recommend to buy 🥰🥰', 'Performance: great\nBest Feature(s): the bass\nValue For Money: yes!\nExcellent sound quality and nice design! Worth the money!!', 'The waiting time is a little bit longer this time, abt 12 days. Sound effect is good, price is reasonable. Baseus products usually don’t disappoint. Recommended.', 'Ok received it. Similar to previous, Wanted to give it as a gift but now box is dented.', 'The 2 boxes are dented….wanted to give people. Now have to reconsider….', 'Deivery took quite some time but still better than usual given the restrictions and circumstances right now! Value for money too!', 'All in all, good for this price. :) :v =]', nan, ""Performance: good\nBest Feature(s): big ear piece\nValue For Money: yes\nBought it at a discount. Very worthy. Bought a present for my nephew. Tested working very good. But delivery person just put at door without pressing the bell. Didn't know until check status. HDB like that might be taken by passerby."", ""Performance: good\nBest Feature(s): big ear piece\nValue For Money: yes\nBought it at a discount. Very worthy. Bought a present for my nephew. Tested working very good. But delivery person just put at door without pressing the bell. Didn't know until check status. HDB like that might be taken by passerby."", 'Works fine', nan]",9,"{'10b5c89d-c320-4743-b6db-7962216594f9': 1, '12c56041-6472-4142-b0fc-d4a5c0d82309': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 4, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1, '6b40a572-7c11-45bb-937c-d3460fc70c36': 1, 'ada3b277-7679-4b52-8491-f4101329d86e': 1, 'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",4.75
17169,t*****8,6,"['sound is ok, mic is not good', ""Totally worth the price and feels the same as original, if not, better as it's padded a bit more."", 'The headset only sounded one side.', ""Think the most painful thing is that crush doesn't like me until he knows this :)"", nan, 'Beautiful headphones, soft skin, soft skin, sound is also good, very clear, fast shipping but the price is too affordable, in general very satisfied', nan, nan, 'Satisfied with the delivery time. Satisfied with the delivery process. Product quality seems good. Recommend to buy.']",9,"{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1, '3939d422-832b-4783-863b-b6d823ff28f4': 1, '51f70b33-555b-4d40-ad73-a4f19446fc73': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1, 'ada3b277-7679-4b52-8491-f4101329d86e': 1, 'ecfe9a8f-ef58-46ad-8007-ef4de302feb8': 1, 'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1}",4.333333333333333
17170,t*****9,4,"[nan, 'Tested 1 unit is working..although is not authentic JBL but sound quality is gd. With such a price is good for  use by small kid on laptop n ipad', nan, nan, 'Beautiful product needless to say 🥰🥰 Carefully packed 😍😍. Fast delivery and fast delivery', 'Beautiful products, carefully packaged, videos and pictures are not related to....', nan, nan, 'Performance: Good\nValue For Money: Yes\nReceived with satisfaction. The sound quality is OK but a bit of echo effect. Like the high sound volume. Nothing to complain. Like the color and size too. Will definitely repurchase.']",8,"{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2, '72370986-e271-46ab-9368-4ccb6f31a38d': 1, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1, '98cb8c2f-bf04-404d-9d7c-c4b8960e253b': 1, 'ada3b277-7679-4b52-8491-f4101329d86e': 1, 'c6248603-e4db-403f-a7d2-4139e8463d34': 1, 'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1}",4.777777777777778
17171,t*****_,2,"[""Performance:  no more try\nVery BEAUTIFUL, buy time discount so it's only rm 42🤩🤩 Berbaloii very simple for big and simple ears like me. It doesn't hurt.. sound proof is okay. You can Still talk to people where you are, but if you don't want to add more sins, you can put high volume2. Love AANGAT SBB FAST DELIVERY😭 But no bubble wrap deck it's okay as die tak rosak pon. Overall 9/10."", 'Performance: good quality, sound quality is quite good too\nBest Feature(s): wireless but not noise cancelling', nan]",3,"{'6b40a572-7c11-45bb-937c-d3460fc70c36': 1, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1, 'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1}",5.0
17172,t*****a,4,"['Sound quality is gucci.Long battery life:)))hehehehehe', nan, nan, 'Very fast delivery.\nSize fits likely on kids.\nNice bass quality.', nan, 'Good value for money. Brand new and authentic and very fast delivery.', 'Performance: good\nBest Feature(s): all ok\nValue For Money: yes\nCheaper than retail store and delivery was fast']",5,"{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2, '90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1, 'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1, 'ef5a4175-8271-46c7-9c82-be26682bc42d': 1}",5.0
17173,t*****b,0,[nan],1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 1},5.0
17174,t*****c,1,['Nice \nGreat to use'],1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1},4.0
17175,t*****d,5,"['Performance: Good\nValue For Money: Yes\nBest Feature(s): Easy to use.\nKid loves it', 'it was a gift but they said it works really well!! thanks for the prompt delivery^^', nan, 'The best service is steady... you can buy with this seller.', 'Well packaged, good condition, original. Works well and has 1 yr warranty', 'Value For Money: Yes\nDaughter loves it']",6,"{'0063c41c-e4de-4d05-a40e-7f3c31e67dc5': 1, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1, '629dd687-f02e-4db8-8b54-3250c1f685f2': 1, '6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 1, 'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1, 'f9b60d03-8caf-4502-8e9c-dd299758ae3a': 1}",5.0
17176,t*****e,7,"[nan, 'Performance: good! however if you listen to it too loud people around you can hear it from the outside?\nBest Feature(s): aesthetics!\nValue For Money: i think you get what you pay for, its not amazing but for its price its pretty good!', 'Headphones sound great for its price. Material is soft & smooth.', nan, nan, nan, 'Best Feature(s): authentic\nValue For Money: ok\nPerformance: good for the price\nDelivery was fast and no issue with packaging', 'Have been using this for a long period, delivery is super fast too', 'Performance: Great\nValue For Money: Yes\nGot this during a flash sale. Delivery was prompt and product is working well as it should.', 'Order received within a few days in good condition as in pics', nan, 'For the kind of price, its good!', nan]",7,"{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 2, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 5, '6aa4bce2-a931-4f64-9d1a-83c69fb60d4b': 2, '738907d7-39a7-403e-a8a6-1b0933baf48f': 1, '90ca6f82-08ca-4d7d-bec3-b34236f1ab25': 1, 'ada3b277-7679-4b52-8491-f4101329d86e': 1}",5.0
17177,t*****f,3,"['Performance: able to connect via bluetooth n works\nBest Feature(s): cheap n works decently. looks pretty.\nValue For Money: yes\nfoldable, connects via Bluetooth quickly and works. came undamaged. comfortable, looks pretty and is cheap.\n\nnoise cancellation and bass can be better. noise leak can be reduced as well. but for this price, it’s worth it. thanks seller!\n\nrecommended for first timers who aren’t sure if they will be using headphones a lot or people who just want an affordable headphone of decent quality. not suitable for audiophiles.', 'Performance: have not try\nFast delivery', 'Headphones sound good. Soft ear. I bought the 2nd one. All black in the shop. It is recommended to change the color and come with a headphone bag. Good service 🤟🏻👍🏻']",3,"{'2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1, '629dd687-f02e-4db8-8b54-3250c1f685f2': 1, '6b40a572-7c11-45bb-937c-d3460fc70c36': 1}",5.0
17178,t*****g,8,"['Performance: very good however it does leak sound\nBest Feature(s): comfortable\nValue For Money: yes', nan, 'Good and happy! Fast delivery too. Quite affordable. And superr happy with purchase!', 'Well received. Great deal online. The headphone is light and there is also audio wire provided for wired connection.', nan, nan, nan, 'Best Feature(s): the ear pads feel really soft\nValue For Money: definitely\nPerformance: rather good and it sounds pretty noise cancelling', 'Best Feature(s): the ear pads feel really soft\nValue For Money: definitely\nPerformance: rather good and it sounds pretty noise cancelling', 'Received item in good condition. Fast delivery. Love Apple.', 'Ordered 4 items and received the items within 2 days. No issues with items received.', 'Very prompt delivery. Thanks seller.']",7,"{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1, '0a306926-3ebc-4c60-b1e5-abd335495cc0': 1, '3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1, '43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 4, '55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 3, '936348cf-936f-450a-ada8-a0392910fd2f': 1, 'dbd07dd2-ec11-4d23-b369-22fb75522393': 1}",5.0
